athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,14.97,seconds,Florida Relays,2018-03-29,Final,67.0,1.2,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,14.40,seconds,Gamecock Invitational,2018-04-07,Prelim,14.0,0.9,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,13.77,seconds,Tennessee Relays,2018-04-12,Final,12.0,2.3,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,13.76,seconds,USC Open,2018-04-21,Prelim,4.0,2.1,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,13.88,seconds,USC Open,2018-04-21,Final,3.0,0.9,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,14.18,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,18.0,1.6,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,14.01,seconds,Weems Baskin Relays,2018-03-23,Final,,2.9,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.91,seconds,Florida Relays,2018-03-29,Final,,-0.5,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.66,seconds,Gamecock Invitational,2018-04-07,Prelim,,0.9,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.82,seconds,Gamecock Invitational,2018-04-07,Final,,-0.5,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.49,seconds,Tennessee Relays,2018-04-12,Final,,3.1,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.36,seconds,USC Open,2018-04-21,Prelim,1.0,2.1,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.39,seconds,USC Open,2018-04-21,Final,1.0,0.9,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.24,seconds,Penn Relays,2018-04-26,Prelim,,1.0,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.54,seconds,Penn Relays,2018-04-27,Final,,0.1,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.51,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,13.0,1.6,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.37,seconds,NCAA East Preliminary Round,2018-05-24,First Round,26.0,2.1,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Rougui Sow,South Carolina,SEC,Long Jump,2018,JR,,,6.37,meters,Weems Baskin Relays,2018-03-23,Final,,3.0,Outdoor,https://gamecocksonline.com/roster/rougui-sow/,Verified 2018 outdoor result; audited against available season/athlete sources
Rougui Sow,South Carolina,SEC,Long Jump,2018,JR,,,6.55,meters,Spec Towns Invitational,2018-04-06,Final,,-0.1,Outdoor,https://gamecocksonline.com/roster/rougui-sow/,Verified 2018 outdoor result; audited against available season/athlete sources
Rougui Sow,South Carolina,SEC,Long Jump,2018,JR,,,6.32,meters,Tennessee Relays,2018-04-12,Final,,3.2,Outdoor,https://gamecocksonline.com/roster/rougui-sow/,Verified 2018 outdoor result; audited against available season/athlete sources
Rougui Sow,South Carolina,SEC,Long Jump,2018,JR,,,6.57,meters,SEC Outdoor Track and Field Championships,2018-05-12,Final,,1.2,Outdoor,https://gamecocksonline.com/roster/rougui-sow/,Verified 2018 outdoor result; audited against available season/athlete sources
Rougui Sow,South Carolina,SEC,Long Jump,2018,JR,,,6.18,meters,NCAA East Preliminary Round,2018-05-24,Preliminary,,0.2,Outdoor,https://gamecocksonline.com/roster/rougui-sow/,Verified 2018 outdoor result; audited against available season/athlete sources
Rougui Sow,South Carolina,SEC,Long Jump,2018,JR,,,6.42,meters,NCAA Division I Outdoor Championships,2018-06-07,Final,,2.6,Outdoor,https://gamecocksonline.com/roster/rougui-sow/,Verified 2018 outdoor result; audited against available season/athlete sources
Makyla Stanley,South Carolina,SEC,Long Jump,2018,JR,,,5.32,meters,UCF Black and Gold Challenge,2018-03-16,Final,11.0,-1.4,Outdoor,https://www.tfrrs.org/athletes/6139893/South_Carolina/Makyla_Stanley,Verified 2018 outdoor result; audited against available season/athlete sources
Makyla Stanley,South Carolina,SEC,Long Jump,2018,JR,,,6.09,meters,Weems Baskin Relays,2018-03-23,Final,,4.0,Outdoor,https://www.tfrrs.org/athletes/6139893/South_Carolina/Makyla_Stanley,Verified 2018 outdoor result; audited against available season/athlete sources
Makyla Stanley,South Carolina,SEC,Long Jump,2018,JR,,,FOUL,meters,Florida Relays,2018-03-29,Final,,,Outdoor,https://www.tfrrs.org/athletes/6139893/South_Carolina/Makyla_Stanley,Verified 2018 outdoor result; audited against available season/athlete sources
Makyla Stanley,South Carolina,SEC,Long Jump,2018,JR,,,5.74,meters,Gamecock Invitational,2018-04-07,Final,,1.2,Outdoor,https://www.tfrrs.org/athletes/6139893/South_Carolina/Makyla_Stanley,Verified 2018 outdoor result; audited against available season/athlete sources
Makyla Stanley,South Carolina,SEC,Long Jump,2018,JR,,,5.57,meters,Tennessee Relays,2018-04-12,Final,,1.9,Outdoor,https://www.tfrrs.org/athletes/6139893/South_Carolina/Makyla_Stanley,Verified 2018 outdoor result; audited against available season/athlete sources
Makyla Stanley,South Carolina,SEC,Long Jump,2018,JR,,,5.67,meters,USC Open,2018-04-21,Final,,1.1,Outdoor,https://www.tfrrs.org/athletes/6139893/South_Carolina/Makyla_Stanley,Verified 2018 outdoor result; audited against available season/athlete sources
Makyla Stanley,South Carolina,SEC,Long Jump,2018,JR,,,5.30,meters,SEC Outdoor Track and Field Championships,2018-05-12,Final,,1.2,Outdoor,https://www.tfrrs.org/athletes/6139893/South_Carolina/Makyla_Stanley,Verified 2018 outdoor result; audited against available season/athlete sources
